product_name,category,price,date_sold,discount,quantity
Toothpaste,Personal Care,190.48,2025-06-20,0.29,1
Cheddar Cheese,Dairy & Eggs,86.84,2025-05-26,0.08,18
Shampoo,Personal Care,16.8,2025-04-28,0.2,19
Potato Chips,Snacks & Sweets,125.32,2025-04-19,0.08,17
Shampoo,Personal Care,12.03,2025-03-07,0.01,3
Organic Eggs,Dairy & Eggs,86.14,2025-03-16,0.26,8
Trail Mix,Snacks & Sweets,67.38,2025-06-01,0.12,8
Shampoo,Personal Care,20.14,2025-03-07,0.06,17
Diapers,Baby Products,118.31,2025-07-01,0.13,4
Greek Yogurt,Dairy & Eggs,113.9,2025-06-26,0.31,4
Trail Mix,Snacks & Sweets,127.76,2025-03-15,0.05,5
Bleach,Cleaning Supplies,48.41,2025-05-09,0.33,19
Teething Gel,Baby Products,197.92,2025-05-08,0.01,11
Baby Shampoo,Baby Products,51.81,2025-06-08,0.04,6
Fresh Milk,Dairy & Eggs,158.25,2025-02-26,0.29,20
Toothpaste,Personal Care,5.94,2025-07-18,0.2,3
Gummy Bears,Snacks & Sweets,46.34,2025-04-24,0.2,5
Chocolate Bar,Snacks & Sweets,146.91,2025-06-18,0.16,12
Potato Chips,Snacks & Sweets,92.53,2025-02-20,0.09,20
Face Wash,Personal Care,26.06,2025-07-19,0.15,1
Gummy Bears,Snacks & Sweets,140.53,2025-05-03,0.06,5
White Sugar,Pantry Staples,53.02,2025-07-17,0.12,17
Liquid Detergent,Cleaning Supplies,93.51,2025-03-06,0.13,18
Biscuits,Snacks & Sweets,165.28,2025-06-09,0.34,4
Baby Wipes,Baby Products,184.36,2025-05-06,0.13,5
All-Purpose Flour,Pantry Staples,118.45,2025-04-08,0.11,6
Biscuits,Snacks & Sweets,150.63,2025-03-03,0.11,4
Scrub Sponge,Cleaning Supplies,156.0,2025-04-03,0.1,1
Disinfectant Spray,Cleaning Supplies,28.65,2025-05-24,0.29,17
Biscuits,Snacks & Sweets,121.68,2025-02-05,0.25,4
Trail Mix,Snacks & Sweets,50.16,2025-07-20,0.02,14
Trail Mix,Snacks & Sweets,116.46,2025-03-28,0.03,7
Gummy Bears,Snacks & Sweets,92.68,2025-03-30,0.03,10
Sunflower Oil,Pantry Staples,8.71,2025-02-25,0.12,16
Chocolate Bar,Snacks & Sweets,124.67,2025-03-23,0.01,11
Face Wash,Personal Care,57.65,2025-02-08,0.02,16
Gummy Bears,Snacks & Sweets,90.49,2025-03-05,0.29,8
Salted Butter,Dairy & Eggs,90.75,2025-07-18,0.03,10
Disinfectant Spray,Cleaning Supplies,129.74,2025-03-05,0.11,2
Bleach,Cleaning Supplies,99.58,2025-01-25,0.03,11
Teething Gel,Baby Products,162.95,2025-04-21,0.27,4
All-Purpose Flour,Pantry Staples,41.98,2025-03-19,0.05,4
Sunflower Oil,Pantry Staples,122.94,2025-06-12,0.09,2
Toothpaste,Personal Care,177.78,2025-04-24,0.11,10
Face Wash,Personal Care,185.86,2025-06-01,0.05,15
Teething Gel,Baby Products,188.01,2025-04-14,0.01,9
White Sugar,Pantry Staples,192.89,2025-02-24,0.3,9
Baby Shampoo,Baby Products,173.74,2025-04-13,0.31,11
Trail Mix,Snacks & Sweets,24.07,2025-06-23,0.11,1
Greek Yogurt,Dairy & Eggs,85.81,2025-03-31,0.3,9
Shampoo,Personal Care,155.87,2025-07-13,0.01,8
All-Purpose Flour,Pantry Staples,69.73,2025-02-19,0.09,9
Glass Cleaner,Cleaning Supplies,38.01,2025-06-25,0.16,16
Canned Beans,Pantry Staples,16.59,2025-06-06,0.2,17
Toothpaste,Personal Care,17.47,2025-02-25,0.11,12
All-Purpose Flour,Pantry Staples,138.25,2025-05-29,0.05,9
Cheddar Cheese,Dairy & Eggs,197.94,2025-07-22,0.02,6
Biscuits,Snacks & Sweets,109.05,2025-01-29,0.05,7
Pasta,Pantry Staples,95.12,2025-03-20,0.25,13
Chocolate Bar,Snacks & Sweets,51.99,2025-05-26,0.12,20
Gummy Bears,Snacks & Sweets,88.24,2025-02-10,0.21,8
Face Wash,Personal Care,31.4,2025-05-19,0.26,18
Gummy Bears,Snacks & Sweets,118.77,2025-05-28,0.33,13
Liquid Detergent,Cleaning Supplies,182.82,2025-05-23,0.12,12
Scrub Sponge,Cleaning Supplies,166.19,2025-02-19,0.1,10
Canned Beans,Pantry Staples,194.75,2025-03-31,0.32,18
Diapers,Baby Products,149.85,2025-02-18,0.18,19
Greek Yogurt,Dairy & Eggs,46.39,2025-06-07,0.33,11
Diapers,Baby Products,30.28,2025-03-16,0.04,13
Pasta,Pantry Staples,193.74,2025-03-20,0.16,13
Greek Yogurt,Dairy & Eggs,67.29,2025-05-08,0.03,2
Organic Eggs,Dairy & Eggs,110.98,2025-01-29,0.22,15
Baby Wipes,Baby Products,189.84,2025-05-22,0.26,14
Pasta,Pantry Staples,195.34,2025-03-28,0.16,15
Pasta,Pantry Staples,68.48,2025-04-24,0.09,19
Pasta,Pantry Staples,122.06,2025-06-10,0.21,5
Pasta,Pantry Staples,22.84,2025-01-28,0.19,11
Baby Wipes,Baby Products,86.57,2025-03-04,0.16,4
Toothpaste,Personal Care,119.25,2025-06-25,0.24,16
Baby Shampoo,Baby Products,139.8,2025-03-01,0.33,3
Sunflower Oil,Pantry Staples,143.5,2025-02-04,0.22,16
Shampoo,Personal Care,160.37,2025-05-19,0.21,16
Diapers,Baby Products,23.65,2025-05-04,0.29,15
Salted Butter,Dairy & Eggs,48.83,2025-04-21,0.16,6
Pasta,Pantry Staples,187.12,2025-05-31,0.12,19
Glass Cleaner,Cleaning Supplies,55.16,2025-04-17,0.23,17
Gummy Bears,Snacks & Sweets,129.93,2025-07-21,0.29,14
Trail Mix,Snacks & Sweets,89.14,2025-02-19,0.05,20
Pasta,Pantry Staples,6.97,2025-07-18,0.08,15
Organic Eggs,Dairy & Eggs,71.3,2025-04-03,0.2,14
Sunflower Oil,Pantry Staples,87.94,2025-04-29,0.02,14
White Sugar,Pantry Staples,164.74,2025-03-17,0.26,19
Bleach,Cleaning Supplies,68.19,2025-03-17,0.16,10
Shampoo,Personal Care,38.86,2025-02-19,0.27,10
Face Wash,Personal Care,104.04,2025-03-18,0.22,14
Trail Mix,Snacks & Sweets,157.48,2025-05-02,0.07,8
Infant Formula,Baby Products,165.67,2025-05-19,0.08,10
Biscuits,Snacks & Sweets,180.26,2025-07-20,0.3,19
Biscuits,Snacks & Sweets,98.29,2025-04-26,0.13,16
Disinfectant Spray,Cleaning Supplies,4.55,2025-03-24,0.11,1
All-Purpose Flour,Pantry Staples,88.08,2025-03-16,0.11,19
Scrub Sponge,Cleaning Supplies,176.03,2025-02-10,0.19,11
White Sugar,Pantry Staples,164.28,2025-04-03,0.32,4
Cheddar Cheese,Dairy & Eggs,131.1,2025-02-22,0.16,3
Scrub Sponge,Cleaning Supplies,117.06,2025-07-24,0.17,16
Infant Formula,Baby Products,70.05,2025-04-20,0.0,9
Face Wash,Personal Care,189.76,2025-02-26,0.22,10
Glass Cleaner,Cleaning Supplies,99.21,2025-04-05,0.23,2
Gummy Bears,Snacks & Sweets,153.64,2025-05-07,0.05,9
Liquid Detergent,Cleaning Supplies,156.76,2025-06-29,0.28,11
Bleach,Cleaning Supplies,50.32,2025-06-28,0.15,6
Chocolate Bar,Snacks & Sweets,198.22,2025-02-12,0.16,19
Salted Butter,Dairy & Eggs,145.98,2025-03-12,0.26,7
Organic Eggs,Dairy & Eggs,160.41,2025-04-22,0.17,18
Biscuits,Snacks & Sweets,163.97,2025-05-06,0.12,11
All-Purpose Flour,Pantry Staples,13.99,2025-04-26,0.33,18
Gummy Bears,Snacks & Sweets,120.08,2025-07-11,0.17,4
Toothpaste,Personal Care,191.7,2025-06-24,0.08,18
Toothpaste,Personal Care,116.52,2025-03-31,0.32,18
Organic Eggs,Dairy & Eggs,170.12,2025-03-05,0.26,18
Glass Cleaner,Cleaning Supplies,158.34,2025-04-20,0.3,8
Sunflower Oil,Pantry Staples,9.98,2025-05-13,0.23,11
Liquid Detergent,Cleaning Supplies,70.23,2025-05-22,0.18,10
Salted Butter,Dairy & Eggs,85.24,2025-05-29,0.35,15
All-Purpose Flour,Pantry Staples,143.54,2025-03-13,0.15,11
Salted Butter,Dairy & Eggs,56.05,2025-05-20,0.34,13
Shampoo,Personal Care,186.81,2025-04-17,0.33,13
Teething Gel,Baby Products,198.3,2025-06-30,0.32,20
Toothpaste,Personal Care,139.31,2025-03-28,0.07,3
Greek Yogurt,Dairy & Eggs,141.96,2025-07-08,0.13,4
Biscuits,Snacks & Sweets,161.25,2025-06-22,0.24,1
Trail Mix,Snacks & Sweets,53.83,2025-05-20,0.34,6
Pasta,Pantry Staples,192.71,2025-05-28,0.32,18
Disinfectant Spray,Cleaning Supplies,175.55,2025-06-14,0.1,7
All-Purpose Flour,Pantry Staples,134.71,2025-04-07,0.22,3
Liquid Detergent,Cleaning Supplies,144.94,2025-02-09,0.14,20
Canned Beans,Pantry Staples,65.41,2025-03-12,0.09,6
Teething Gel,Baby Products,60.72,2025-03-29,0.09,1
All-Purpose Flour,Pantry Staples,189.64,2025-03-09,0.21,2
Glass Cleaner,Cleaning Supplies,47.16,2025-02-15,0.19,12
Infant Formula,Baby Products,34.62,2025-03-26,0.2,18
All-Purpose Flour,Pantry Staples,144.67,2025-05-19,0.05,4
Fresh Milk,Dairy & Eggs,140.72,2025-02-23,0.28,1
Disinfectant Spray,Cleaning Supplies,190.82,2025-04-12,0.21,2
Baby Wipes,Baby Products,62.4,2025-02-14,0.33,11
Gummy Bears,Snacks & Sweets,86.16,2025-06-22,0.06,7
Fresh Milk,Dairy & Eggs,168.48,2025-03-03,0.08,10
Baby Wipes,Baby Products,79.15,2025-04-26,0.34,5
Deodorant,Personal Care,186.7,2025-03-14,0.17,1
Chocolate Bar,Snacks & Sweets,6.2,2025-05-27,0.25,18
Organic Eggs,Dairy & Eggs,21.54,2025-05-26,0.2,9
All-Purpose Flour,Pantry Staples,7.95,2025-03-03,0.11,15
Scrub Sponge,Cleaning Supplies,173.87,2025-02-26,0.07,8
White Sugar,Pantry Staples,196.77,2025-04-06,0.0,15
Baby Shampoo,Baby Products,115.16,2025-05-09,0.29,8
Chocolate Bar,Snacks & Sweets,163.28,2025-04-17,0.24,14
Shampoo,Personal Care,183.87,2025-03-29,0.04,4
Pasta,Pantry Staples,59.44,2025-05-21,0.32,12
Liquid Detergent,Cleaning Supplies,156.64,2025-02-10,0.29,9
All-Purpose Flour,Pantry Staples,79.9,2025-06-14,0.25,14
Diapers,Baby Products,70.17,2025-06-03,0.19,9
Body Lotion,Personal Care,168.21,2025-06-27,0.02,18
Biscuits,Snacks & Sweets,66.62,2025-02-16,0.12,20
Scrub Sponge,Cleaning Supplies,178.48,2025-04-25,0.17,11
Bleach,Cleaning Supplies,19.38,2025-06-06,0.28,13
Pasta,Pantry Staples,15.18,2025-04-11,0.09,16
Teething Gel,Baby Products,117.51,2025-02-15,0.11,5
White Sugar,Pantry Staples,112.87,2025-02-15,0.22,6
Biscuits,Snacks & Sweets,101.61,2025-03-20,0.2,6
Fresh Milk,Dairy & Eggs,54.62,2025-07-21,0.2,17
Trail Mix,Snacks & Sweets,62.31,2025-07-12,0.15,11
Sunflower Oil,Pantry Staples,45.44,2025-04-15,0.26,2
Cheddar Cheese,Dairy & Eggs,6.57,2025-01-29,0.01,8
Diapers,Baby Products,92.15,2025-02-03,0.05,15
Toothpaste,Personal Care,118.61,2025-06-28,0.19,15
Liquid Detergent,Cleaning Supplies,62.73,2025-02-16,0.12,5
Body Lotion,Personal Care,112.94,2025-06-18,0.27,18
Canned Beans,Pantry Staples,171.61,2025-03-16,0.11,14
Glass Cleaner,Cleaning Supplies,23.8,2025-04-14,0.14,12
Toothpaste,Personal Care,186.14,2025-05-20,0.28,12
Shampoo,Personal Care,100.61,2025-04-19,0.17,8
Scrub Sponge,Cleaning Supplies,167.95,2025-04-12,0.06,15
Pasta,Pantry Staples,40.8,2025-06-10,0.01,6
Teething Gel,Baby Products,49.43,2025-03-26,0.22,16
Infant Formula,Baby Products,194.27,2025-02-02,0.26,13
Disinfectant Spray,Cleaning Supplies,160.1,2025-05-28,0.21,13
White Sugar,Pantry Staples,62.47,2025-04-07,0.08,8
Toothpaste,Personal Care,127.42,2025-04-17,0.23,20
Shampoo,Personal Care,177.12,2025-03-15,0.29,4
Potato Chips,Snacks & Sweets,165.77,2025-04-06,0.04,1
Cheddar Cheese,Dairy & Eggs,191.49,2025-06-06,0.03,20
Disinfectant Spray,Cleaning Supplies,109.75,2025-03-04,0.33,1
Baby Wipes,Baby Products,142.98,2025-03-19,0.01,6
Biscuits,Snacks & Sweets,86.72,2025-02-10,0.23,12
Baby Wipes,Baby Products,182.65,2025-05-11,0.3,2
White Sugar,Pantry Staples,134.72,2025-05-11,0.03,11
Disinfectant Spray,Cleaning Supplies,24.78,2025-03-07,0.27,15
Baby Shampoo,Baby Products,95.79,2025-03-15,0.26,10
Infant Formula,Baby Products,93.81,2025-07-15,0.03,7
Canned Beans,Pantry Staples,75.24,2025-06-30,0.05,14
Canned Beans,Pantry Staples,101.53,2025-05-31,0.12,13
Face Wash,Personal Care,59.35,2025-07-24,0.3,4
Body Lotion,Personal Care,93.42,2025-05-13,0.0,15
White Sugar,Pantry Staples,45.42,2025-06-25,0.32,9
Fresh Milk,Dairy & Eggs,30.0,2025-06-13,0.17,5
Scrub Sponge,Cleaning Supplies,82.82,2025-04-21,0.0,2
Canned Beans,Pantry Staples,47.33,2025-01-31,0.12,3
Salted Butter,Dairy & Eggs,187.82,2025-03-02,0.28,19
Shampoo,Personal Care,57.36,2025-07-06,0.01,19
Salted Butter,Dairy & Eggs,181.63,2025-05-05,0.3,4
Trail Mix,Snacks & Sweets,10.37,2025-03-15,0.06,5
Scrub Sponge,Cleaning Supplies,157.85,2025-06-25,0.08,19
Disinfectant Spray,Cleaning Supplies,140.39,2025-06-29,0.33,20
Greek Yogurt,Dairy & Eggs,43.76,2025-05-11,0.32,5
Disinfectant Spray,Cleaning Supplies,130.5,2025-07-22,0.17,7
Canned Beans,Pantry Staples,166.16,2025-02-27,0.29,13
Potato Chips,Snacks & Sweets,180.32,2025-02-12,0.02,1
Sunflower Oil,Pantry Staples,58.86,2025-07-21,0.13,9
Chocolate Bar,Snacks & Sweets,6.78,2025-01-24,0.03,10
Glass Cleaner,Cleaning Supplies,12.32,2025-05-18,0.05,5
Liquid Detergent,Cleaning Supplies,65.15,2025-03-03,0.27,17
Fresh Milk,Dairy & Eggs,168.82,2025-05-11,0.16,13
Fresh Milk,Dairy & Eggs,193.43,2025-06-23,0.21,20
Shampoo,Personal Care,150.14,2025-02-17,0.13,8
Trail Mix,Snacks & Sweets,3.83,2025-02-10,0.06,6
Scrub Sponge,Cleaning Supplies,5.34,2025-02-17,0.31,18
Glass Cleaner,Cleaning Supplies,81.68,2025-07-21,0.07,13
Sunflower Oil,Pantry Staples,157.48,2025-07-20,0.29,2
Infant Formula,Baby Products,24.96,2025-05-05,0.05,3
Body Lotion,Personal Care,46.96,2025-06-27,0.33,16
Teething Gel,Baby Products,9.89,2025-03-15,0.15,8
Organic Eggs,Dairy & Eggs,131.94,2025-03-20,0.15,20
Organic Eggs,Dairy & Eggs,186.01,2025-07-17,0.24,14
All-Purpose Flour,Pantry Staples,198.99,2025-04-15,0.17,15
Chocolate Bar,Snacks & Sweets,161.61,2025-06-17,0.13,11
Disinfectant Spray,Cleaning Supplies,142.3,2025-03-01,0.02,14
Cheddar Cheese,Dairy & Eggs,82.17,2025-06-16,0.17,13
Organic Eggs,Dairy & Eggs,174.4,2025-04-22,0.33,2
Toothpaste,Personal Care,107.51,2025-01-26,0.09,5
Baby Shampoo,Baby Products,80.78,2025-02-21,0.24,14
Teething Gel,Baby Products,74.5,2025-06-01,0.04,2
Infant Formula,Baby Products,125.7,2025-02-13,0.22,10
Shampoo,Personal Care,27.57,2025-07-06,0.23,20
Potato Chips,Snacks & Sweets,58.36,2025-07-06,0.07,10
Infant Formula,Baby Products,105.17,2025-04-22,0.15,16
Body Lotion,Personal Care,65.66,2025-06-26,0.33,20
Body Lotion,Personal Care,96.07,2025-03-21,0.09,9
All-Purpose Flour,Pantry Staples,37.12,2025-07-12,0.02,11
Liquid Detergent,Cleaning Supplies,119.74,2025-06-01,0.12,1
Trail Mix,Snacks & Sweets,43.68,2025-03-21,0.15,3
Chocolate Bar,Snacks & Sweets,198.31,2025-07-18,0.05,15
Body Lotion,Personal Care,40.0,2025-07-23,0.3,12
Baby Wipes,Baby Products,72.62,2025-05-04,0.34,2
Diapers,Baby Products,63.23,2025-04-02,0.13,7
Trail Mix,Snacks & Sweets,11.16,2025-07-06,0.33,10
Liquid Detergent,Cleaning Supplies,187.53,2025-04-29,0.07,5
Baby Wipes,Baby Products,53.84,2025-06-11,0.05,10
Biscuits,Snacks & Sweets,149.89,2025-03-04,0.25,16
Teething Gel,Baby Products,62.69,2025-05-13,0.06,5
All-Purpose Flour,Pantry Staples,116.6,2025-04-30,0.06,15
Diapers,Baby Products,62.86,2025-03-17,0.02,14
Biscuits,Snacks & Sweets,188.04,2025-05-03,0.12,12
Canned Beans,Pantry Staples,23.53,2025-03-02,0.23,19
Greek Yogurt,Dairy & Eggs,46.05,2025-05-06,0.16,17
Canned Beans,Pantry Staples,22.41,2025-03-08,0.13,3
Baby Shampoo,Baby Products,136.84,2025-04-22,0.1,19
Greek Yogurt,Dairy & Eggs,16.21,2025-05-29,0.32,8
Fresh Milk,Dairy & Eggs,121.47,2025-03-01,0.19,14
Scrub Sponge,Cleaning Supplies,189.26,2025-01-26,0.17,18
Toothpaste,Personal Care,154.93,2025-05-17,0.07,13
Fresh Milk,Dairy & Eggs,67.29,2025-07-01,0.28,10
Trail Mix,Snacks & Sweets,101.01,2025-06-02,0.09,6
Pasta,Pantry Staples,171.28,2025-04-30,0.2,8
Disinfectant Spray,Cleaning Supplies,77.5,2025-07-03,0.14,19
Canned Beans,Pantry Staples,61.32,2025-07-03,0.25,2
Canned Beans,Pantry Staples,77.77,2025-02-18,0.31,4
Biscuits,Snacks & Sweets,36.02,2025-02-02,0.23,19
Teething Gel,Baby Products,66.63,2025-05-25,0.18,3
Chocolate Bar,Snacks & Sweets,19.6,2025-06-08,0.03,4
Baby Wipes,Baby Products,117.04,2025-06-10,0.05,14
Disinfectant Spray,Cleaning Supplies,141.92,2025-02-08,0.04,2
Trail Mix,Snacks & Sweets,168.48,2025-06-15,0.24,3
Diapers,Baby Products,152.95,2025-01-30,0.34,11
Diapers,Baby Products,166.75,2025-07-05,0.12,7
Bleach,Cleaning Supplies,140.9,2025-07-04,0.22,15
Teething Gel,Baby Products,115.19,2025-02-15,0.33,2
Teething Gel,Baby Products,75.8,2025-07-10,0.08,5
Potato Chips,Snacks & Sweets,15.88,2025-07-21,0.28,2
Teething Gel,Baby Products,141.37,2025-03-04,0.07,6
All-Purpose Flour,Pantry Staples,112.94,2025-02-19,0.01,9
Baby Shampoo,Baby Products,3.15,2025-03-08,0.26,5
Face Wash,Personal Care,62.97,2025-02-08,0.21,2
Potato Chips,Snacks & Sweets,138.64,2025-04-01,0.34,12
Sunflower Oil,Pantry Staples,102.53,2025-06-12,0.24,9
Salted Butter,Dairy & Eggs,180.12,2025-03-20,0.04,9
Face Wash,Personal Care,91.38,2025-01-27,0.14,19
Teething Gel,Baby Products,16.33,2025-02-04,0.15,13
Biscuits,Snacks & Sweets,111.57,2025-04-07,0.03,6
Potato Chips,Snacks & Sweets,17.03,2025-03-04,0.01,14
Canned Beans,Pantry Staples,103.19,2025-02-15,0.02,12
Bleach,Cleaning Supplies,198.3,2025-04-14,0.34,13
All-Purpose Flour,Pantry Staples,65.67,2025-04-01,0.3,3
Gummy Bears,Snacks & Sweets,139.07,2025-03-09,0.33,18
Potato Chips,Snacks & Sweets,55.44,2025-02-09,0.24,5
Deodorant,Personal Care,186.55,2025-03-30,0.27,1
Gummy Bears,Snacks & Sweets,23.62,2025-02-21,0.04,6
White Sugar,Pantry Staples,186.4,2025-05-17,0.18,20
Salted Butter,Dairy & Eggs,86.25,2025-07-20,0.24,10
All-Purpose Flour,Pantry Staples,178.63,2025-04-08,0.0,5
Body Lotion,Personal Care,14.27,2025-06-06,0.23,19
Sunflower Oil,Pantry Staples,112.23,2025-03-05,0.29,18
Infant Formula,Baby Products,161.07,2025-05-13,0.25,16
Deodorant,Personal Care,195.25,2025-02-03,0.25,11
Teething Gel,Baby Products,176.41,2025-07-11,0.07,17
Bleach,Cleaning Supplies,176.17,2025-06-13,0.06,14
Diapers,Baby Products,160.83,2025-06-23,0.16,16
Gummy Bears,Snacks & Sweets,154.23,2025-05-22,0.06,20
Disinfectant Spray,Cleaning Supplies,102.11,2025-05-29,0.33,3
Trail Mix,Snacks & Sweets,118.74,2025-07-24,0.28,20
Scrub Sponge,Cleaning Supplies,113.88,2025-04-21,0.16,19
Canned Beans,Pantry Staples,197.05,2025-01-27,0.24,9
Deodorant,Personal Care,115.39,2025-04-07,0.05,10
Baby Wipes,Baby Products,122.66,2025-03-25,0.15,15
Salted Butter,Dairy & Eggs,70.73,2025-04-18,0.32,14
Bleach,Cleaning Supplies,123.5,2025-07-08,0.13,7
Baby Shampoo,Baby Products,36.38,2025-04-14,0.17,16
Biscuits,Snacks & Sweets,140.82,2025-05-27,0.31,13
Salted Butter,Dairy & Eggs,48.54,2025-02-17,0.21,8
Organic Eggs,Dairy & Eggs,136.73,2025-04-02,0.19,10
Greek Yogurt,Dairy & Eggs,188.32,2025-02-26,0.02,2
Toothpaste,Personal Care,139.65,2025-07-15,0.18,19
Gummy Bears,Snacks & Sweets,23.44,2025-02-16,0.27,15
Pasta,Pantry Staples,132.63,2025-05-24,0.3,9
Potato Chips,Snacks & Sweets,17.72,2025-04-16,0.01,19
Biscuits,Snacks & Sweets,88.48,2025-07-22,0.19,2
Gummy Bears,Snacks & Sweets,126.77,2025-03-18,0.29,5
White Sugar,Pantry Staples,3.49,2025-05-09,0.35,13
Toothpaste,Personal Care,6.43,2025-06-28,0.12,5
Sunflower Oil,Pantry Staples,128.79,2025-07-10,0.21,19
Pasta,Pantry Staples,129.41,2025-02-27,0.29,9
Body Lotion,Personal Care,179.45,2025-07-08,0.24,13
Toothpaste,Personal Care,92.03,2025-06-12,0.12,15
Glass Cleaner,Cleaning Supplies,125.59,2025-06-05,0.13,5
Face Wash,Personal Care,97.74,2025-06-19,0.07,1
Baby Wipes,Baby Products,55.84,2025-03-21,0.17,12
Baby Shampoo,Baby Products,159.38,2025-06-16,0.28,4
Body Lotion,Personal Care,143.28,2025-04-11,0.21,7
Cheddar Cheese,Dairy & Eggs,190.79,2025-06-02,0.16,9
Pasta,Pantry Staples,177.24,2025-02-11,0.17,15
Fresh Milk,Dairy & Eggs,185.12,2025-02-14,0.29,14
Organic Eggs,Dairy & Eggs,173.11,2025-04-06,0.24,19
Toothpaste,Personal Care,129.67,2025-06-19,0.19,5
Diapers,Baby Products,77.26,2025-07-13,0.1,6
Trail Mix,Snacks & Sweets,135.25,2025-05-28,0.1,1
Fresh Milk,Dairy & Eggs,105.19,2025-01-30,0.13,13
Baby Wipes,Baby Products,87.13,2025-07-24,0.32,19
Salted Butter,Dairy & Eggs,166.95,2025-02-02,0.3,8
Potato Chips,Snacks & Sweets,144.16,2025-07-19,0.13,15
Glass Cleaner,Cleaning Supplies,28.84,2025-03-16,0.15,3
Baby Wipes,Baby Products,57.83,2025-03-19,0.29,12
Organic Eggs,Dairy & Eggs,12.79,2025-03-24,0.31,12
Teething Gel,Baby Products,37.51,2025-02-10,0.14,8
Pasta,Pantry Staples,170.87,2025-04-09,0.13,6
Canned Beans,Pantry Staples,46.5,2025-07-19,0.25,3
Gummy Bears,Snacks & Sweets,18.21,2025-05-07,0.12,6
Teething Gel,Baby Products,44.87,2025-05-30,0.05,9
Fresh Milk,Dairy & Eggs,60.21,2025-03-11,0.26,7
Disinfectant Spray,Cleaning Supplies,197.18,2025-03-01,0.31,1
Scrub Sponge,Cleaning Supplies,132.99,2025-06-06,0.23,18
Scrub Sponge,Cleaning Supplies,138.32,2025-03-19,0.2,3
Cheddar Cheese,Dairy & Eggs,66.99,2025-06-06,0.0,18
Pasta,Pantry Staples,81.04,2025-05-20,0.16,9
Scrub Sponge,Cleaning Supplies,127.03,2025-02-23,0.1,14
Infant Formula,Baby Products,86.74,2025-07-20,0.32,16
Baby Wipes,Baby Products,17.02,2025-04-07,0.14,19
Greek Yogurt,Dairy & Eggs,9.11,2025-07-21,0.33,10
Chocolate Bar,Snacks & Sweets,94.78,2025-02-05,0.29,20
Organic Eggs,Dairy & Eggs,53.69,2025-06-30,0.08,17
Face Wash,Personal Care,86.48,2025-03-17,0.17,1
Body Lotion,Personal Care,41.66,2025-04-11,0.12,18
Teething Gel,Baby Products,24.84,2025-03-13,0.1,7
Salted Butter,Dairy & Eggs,136.06,2025-06-16,0.35,18
Glass Cleaner,Cleaning Supplies,169.33,2025-05-31,0.1,4
Fresh Milk,Dairy & Eggs,147.73,2025-06-25,0.07,14
Gummy Bears,Snacks & Sweets,160.45,2025-04-10,0.12,4
Salted Butter,Dairy & Eggs,53.51,2025-06-26,0.09,17
Body Lotion,Personal Care,23.08,2025-06-24,0.03,9
Salted Butter,Dairy & Eggs,72.37,2025-01-30,0.21,7
Gummy Bears,Snacks & Sweets,44.34,2025-03-02,0.12,8
Organic Eggs,Dairy & Eggs,104.67,2025-04-04,0.28,5
Diapers,Baby Products,3.32,2025-02-19,0.27,7
Deodorant,Personal Care,168.57,2025-04-23,0.34,10
Teething Gel,Baby Products,169.34,2025-02-11,0.27,20
Organic Eggs,Dairy & Eggs,163.47,2025-04-11,0.34,10
Scrub Sponge,Cleaning Supplies,83.37,2025-06-10,0.28,16
Body Lotion,Personal Care,5.85,2025-03-22,0.04,1
Body Lotion,Personal Care,180.41,2025-05-22,0.24,7
Salted Butter,Dairy & Eggs,76.56,2025-07-05,0.21,7
Canned Beans,Pantry Staples,178.33,2025-06-29,0.31,14
Toothpaste,Personal Care,97.24,2025-02-13,0.21,20
Diapers,Baby Products,192.14,2025-02-23,0.13,12
Gummy Bears,Snacks & Sweets,151.02,2025-03-17,0.34,1
Canned Beans,Pantry Staples,183.37,2025-03-24,0.16,1
Disinfectant Spray,Cleaning Supplies,5.04,2025-04-15,0.12,20
White Sugar,Pantry Staples,32.68,2025-01-25,0.34,5
Chocolate Bar,Snacks & Sweets,168.07,2025-07-21,0.11,9
Face Wash,Personal Care,118.38,2025-05-03,0.24,15
Baby Shampoo,Baby Products,187.75,2025-03-28,0.07,12
Trail Mix,Snacks & Sweets,79.38,2025-07-08,0.22,1
Deodorant,Personal Care,137.54,2025-02-13,0.24,16
Cheddar Cheese,Dairy & Eggs,177.19,2025-03-16,0.07,11
Toothpaste,Personal Care,70.0,2025-02-07,0.05,6
Cheddar Cheese,Dairy & Eggs,20.56,2025-04-27,0.06,20
Canned Beans,Pantry Staples,144.32,2025-07-01,0.03,2
Organic Eggs,Dairy & Eggs,67.1,2025-06-20,0.23,19
Biscuits,Snacks & Sweets,152.89,2025-05-22,0.01,11
Organic Eggs,Dairy & Eggs,193.49,2025-05-24,0.08,5
Teething Gel,Baby Products,59.75,2025-05-26,0.24,6
Bleach,Cleaning Supplies,135.45,2025-05-11,0.11,20
Teething Gel,Baby Products,47.55,2025-02-14,0.34,12
Deodorant,Personal Care,73.18,2025-05-25,0.16,2
Chocolate Bar,Snacks & Sweets,105.05,2025-07-22,0.18,3
Disinfectant Spray,Cleaning Supplies,112.67,2025-04-01,0.03,14
Potato Chips,Snacks & Sweets,4.73,2025-05-10,0.1,16
Cheddar Cheese,Dairy & Eggs,104.2,2025-05-14,0.33,2
