product_name,category,price,date_sold,discount,quantity
Green Tea,Beverages,199.73,2025-05-26,0.38,8
Carrots,Fresh Produce,138.85,2025-05-09,0.13,4
Beef Mince,Meat & Seafood,79.58,2025-05-25,0.31,15
Bananas,Fresh Produce,252.59,2025-04-28,0.28,2
Donuts,Bakery,102.0,2025-04-15,0.4,10
Apples,Fresh Produce,169.46,2025-04-07,0.26,14
Pepsi Can,Beverages,219.11,2025-02-07,0.05,2
Carrots,Fresh Produce,200.53,2025-04-10,0.01,4
Chicken Nuggets,Frozen Foods,90.57,2025-03-11,0.37,14
Carrots,Fresh Produce,206.81,2025-02-26,0.1,13
Red Bull,Beverages,274.4,2025-05-31,0.14,13
Prawns,Meat & Seafood,262.69,2025-04-24,0.02,2
Red Bull,Beverages,194.74,2025-02-23,0.07,10
Bananas,Fresh Produce,78.24,2025-05-31,0.1,7
White Bread,Bakery,147.6,2025-03-06,0.35,12
Mixed Vegetables,Frozen Foods,121.6,2025-02-05,0.32,14
Bananas,Fresh Produce,119.21,2025-02-27,0.16,5
Mop,Home Essentials,79.04,2025-03-28,0.39,1
Bananas,Fresh Produce,145.85,2025-05-11,0.17,14
Salmon Fillet,Meat & Seafood,209.43,2025-04-12,0.16,10
Mixed Vegetables,Frozen Foods,139.68,2025-07-23,0.08,14
Coca-Cola Bottle,Beverages,254.56,2025-04-07,0.06,11
Red Bull,Beverages,286.36,2025-06-25,0.11,9
Mop,Home Essentials,266.66,2025-02-22,0.1,15
Apples,Fresh Produce,51.66,2025-02-20,0.28,2
Cucumbers,Fresh Produce,238.72,2025-07-10,0.27,6
Pita Bread,Bakery,249.16,2025-07-14,0.04,7
Croissant,Bakery,80.9,2025-06-27,0.03,11
Coca-Cola Bottle,Beverages,120.41,2025-03-07,0.25,6
French Fries,Frozen Foods,176.41,2025-06-06,0.08,3
Croissant,Bakery,191.09,2025-02-21,0.1,10
Coca-Cola Bottle,Beverages,283.59,2025-04-11,0.1,1
Pepsi Can,Beverages,7.82,2025-04-18,0.13,12
Mop,Home Essentials,110.91,2025-06-14,0.18,3
Chicken Breast,Meat & Seafood,244.72,2025-03-22,0.22,7
Prawns,Meat & Seafood,84.35,2025-03-29,0.24,3
Green Tea,Beverages,224.12,2025-07-06,0.38,14
Coca-Cola Bottle,Beverages,178.9,2025-03-09,0.19,14
Carrots,Fresh Produce,46.48,2025-04-07,0.34,4
Chicken Nuggets,Frozen Foods,144.2,2025-03-01,0.1,15
Pita Bread,Bakery,141.07,2025-07-16,0.2,1
Air Freshener,Home Essentials,51.73,2025-03-02,0.22,14
Salmon Fillet,Meat & Seafood,229.6,2025-06-12,0.38,15
Salmon Fillet,Meat & Seafood,164.61,2025-06-25,0.06,11
Mixed Vegetables,Frozen Foods,147.04,2025-06-16,0.35,5
Red Bull,Beverages,121.13,2025-07-16,0.39,7
Chicken Breast,Meat & Seafood,211.57,2025-04-22,0.32,2
Frozen Pizza,Frozen Foods,31.26,2025-07-02,0.01,12
Chicken Breast,Meat & Seafood,162.73,2025-04-16,0.21,8
Orange Juice,Beverages,139.45,2025-04-02,0.28,14
Green Tea,Beverages,264.6,2025-03-03,0.02,5
Bananas,Fresh Produce,145.96,2025-06-03,0.36,12
Detergent,Home Essentials,200.34,2025-03-18,0.4,9
Ice Cream Tub,Frozen Foods,239.11,2025-05-21,0.17,15
Tissue Box,Home Essentials,244.4,2025-06-23,0.28,15
Prawns,Meat & Seafood,248.39,2025-04-09,0.17,11
Detergent,Home Essentials,268.3,2025-03-14,0.14,5
White Bread,Bakery,107.7,2025-03-11,0.09,3
Chicken Breast,Meat & Seafood,122.03,2025-05-01,0.25,13
Mop,Home Essentials,181.86,2025-05-21,0.23,14
Coca-Cola Bottle,Beverages,200.39,2025-06-19,0.28,3
Tomatoes,Fresh Produce,174.5,2025-02-09,0.14,9
French Fries,Frozen Foods,247.69,2025-03-12,0.22,4
Orange Juice,Beverages,269.79,2025-04-09,0.36,15
Orange Juice,Beverages,114.49,2025-07-13,0.18,11
White Bread,Bakery,217.34,2025-07-06,0.36,14
Orange Juice,Beverages,229.43,2025-05-24,0.22,10
French Fries,Frozen Foods,133.53,2025-07-08,0.24,4
Coca-Cola Bottle,Beverages,251.03,2025-06-28,0.07,8
Bananas,Fresh Produce,218.13,2025-05-05,0.17,10
Croissant,Bakery,73.3,2025-07-04,0.08,9
Pita Bread,Bakery,135.67,2025-03-02,0.19,2
Chicken Breast,Meat & Seafood,278.43,2025-03-18,0.16,8
Prawns,Meat & Seafood,87.3,2025-07-18,0.33,3
Aluminium Foil,Home Essentials,96.26,2025-05-14,0.07,7
Aluminium Foil,Home Essentials,166.23,2025-06-21,0.25,7
Air Freshener,Home Essentials,271.11,2025-04-29,0.13,9
Donuts,Bakery,220.37,2025-06-25,0.03,14
Beef Mince,Meat & Seafood,294.71,2025-07-10,0.02,3
Carrots,Fresh Produce,196.93,2025-05-11,0.22,8
Pita Bread,Bakery,191.86,2025-03-29,0.25,2
Red Bull,Beverages,160.89,2025-01-26,0.19,3
White Bread,Bakery,227.13,2025-06-16,0.2,1
Pita Bread,Bakery,164.98,2025-02-14,0.29,1
Tissue Box,Home Essentials,36.68,2025-02-16,0.17,15
Mop,Home Essentials,155.89,2025-02-14,0.19,3
Mixed Vegetables,Frozen Foods,181.01,2025-03-16,0.3,11
Salmon Fillet,Meat & Seafood,138.36,2025-02-10,0.34,15
Coca-Cola Bottle,Beverages,272.83,2025-01-31,0.13,5
French Fries,Frozen Foods,184.86,2025-06-19,0.14,9
French Fries,Frozen Foods,281.77,2025-05-01,0.2,5
Ice Cream Tub,Frozen Foods,13.59,2025-03-17,0.23,8
Apples,Fresh Produce,129.22,2025-02-23,0.17,2
Chocolate Cake,Bakery,189.54,2025-02-14,0.17,1
Green Tea,Beverages,95.67,2025-02-16,0.27,11
Salmon Fillet,Meat & Seafood,287.27,2025-07-17,0.25,3
Coca-Cola Bottle,Beverages,175.67,2025-02-17,0.29,3
Chocolate Cake,Bakery,45.14,2025-04-02,0.26,8
Ice Cream Tub,Frozen Foods,7.34,2025-02-17,0.04,2
Pita Bread,Bakery,279.99,2025-07-24,0.04,15
Bananas,Fresh Produce,179.62,2025-06-02,0.39,7
Mixed Vegetables,Frozen Foods,155.64,2025-02-08,0.02,11
Orange Juice,Beverages,171.52,2025-04-18,0.22,10
Pita Bread,Bakery,11.53,2025-05-10,0.28,1
Donuts,Bakery,193.81,2025-05-21,0.24,11
Tomatoes,Fresh Produce,46.14,2025-06-24,0.04,7
Lamb Chops,Meat & Seafood,40.77,2025-02-03,0.37,6
Tomatoes,Fresh Produce,213.42,2025-04-03,0.19,14
Donuts,Bakery,11.75,2025-04-11,0.38,14
Chocolate Cake,Bakery,21.2,2025-05-21,0.2,6
Donuts,Bakery,179.0,2025-05-16,0.14,3
Mop,Home Essentials,187.12,2025-05-22,0.1,3
Air Freshener,Home Essentials,60.43,2025-05-05,0.09,6
Lamb Chops,Meat & Seafood,55.5,2025-03-29,0.26,7
Chicken Nuggets,Frozen Foods,271.14,2025-03-28,0.2,6
Pita Bread,Bakery,299.54,2025-03-14,0.33,7
Orange Juice,Beverages,192.55,2025-06-16,0.17,11
Mixed Vegetables,Frozen Foods,228.58,2025-06-24,0.37,13
Donuts,Bakery,129.77,2025-02-17,0.32,11
Coca-Cola Bottle,Beverages,95.16,2025-07-18,0.11,9
Air Freshener,Home Essentials,38.1,2025-06-18,0.28,5
Carrots,Fresh Produce,27.56,2025-03-25,0.36,6
Red Bull,Beverages,110.85,2025-07-11,0.06,2
Orange Juice,Beverages,46.64,2025-05-24,0.24,9
Apples,Fresh Produce,265.12,2025-03-18,0.18,6
White Bread,Bakery,41.11,2025-07-24,0.17,7
Salmon Fillet,Meat & Seafood,292.38,2025-04-30,0.02,3
Beef Mince,Meat & Seafood,108.22,2025-05-09,0.22,13
Chicken Nuggets,Frozen Foods,209.84,2025-05-15,0.28,11
Pepsi Can,Beverages,276.09,2025-06-25,0.29,13
Mixed Vegetables,Frozen Foods,262.7,2025-05-30,0.09,10
Carrots,Fresh Produce,253.61,2025-05-07,0.18,13
Donuts,Bakery,19.86,2025-04-10,0.0,9
Air Freshener,Home Essentials,37.01,2025-07-13,0.21,7
Tissue Box,Home Essentials,114.8,2025-06-25,0.08,9
Chocolate Cake,Bakery,177.94,2025-02-09,0.2,12
White Bread,Bakery,288.98,2025-04-09,0.06,4
Detergent,Home Essentials,6.24,2025-07-21,0.2,1
Donuts,Bakery,82.88,2025-02-08,0.24,3
Carrots,Fresh Produce,257.34,2025-03-09,0.04,13
Tissue Box,Home Essentials,90.71,2025-02-25,0.02,5
Tissue Box,Home Essentials,208.12,2025-07-19,0.12,6
Mop,Home Essentials,59.98,2025-06-08,0.25,2
Lamb Chops,Meat & Seafood,56.6,2025-05-16,0.0,1
Detergent,Home Essentials,45.65,2025-04-03,0.15,2
Lamb Chops,Meat & Seafood,208.13,2025-03-04,0.24,6
White Bread,Bakery,149.76,2025-06-23,0.08,1
Lamb Chops,Meat & Seafood,182.9,2025-05-21,0.27,14
Lamb Chops,Meat & Seafood,216.14,2025-07-04,0.07,3
Tomatoes,Fresh Produce,263.19,2025-06-04,0.32,9
Carrots,Fresh Produce,20.39,2025-05-04,0.07,1
Croissant,Bakery,213.33,2025-03-06,0.17,5
Croissant,Bakery,5.99,2025-06-12,0.3,13
French Fries,Frozen Foods,289.73,2025-05-27,0.06,2
Green Tea,Beverages,55.56,2025-02-02,0.28,7
Salmon Fillet,Meat & Seafood,51.8,2025-02-24,0.06,4
Mixed Vegetables,Frozen Foods,141.46,2025-01-26,0.06,11
Orange Juice,Beverages,134.05,2025-03-31,0.3,15
Air Freshener,Home Essentials,71.78,2025-07-06,0.23,11
Donuts,Bakery,254.69,2025-03-15,0.2,10
Air Freshener,Home Essentials,157.82,2025-02-02,0.21,12
Salmon Fillet,Meat & Seafood,246.77,2025-02-18,0.22,13
Chocolate Cake,Bakery,120.9,2025-02-02,0.13,5
Salmon Fillet,Meat & Seafood,107.95,2025-04-27,0.38,5
Aluminium Foil,Home Essentials,53.25,2025-03-12,0.19,9
Croissant,Bakery,189.42,2025-07-07,0.05,13
Carrots,Fresh Produce,189.93,2025-03-08,0.38,15
Apples,Fresh Produce,212.8,2025-06-16,0.25,2
Salmon Fillet,Meat & Seafood,227.37,2025-02-15,0.38,6
Lamb Chops,Meat & Seafood,104.67,2025-07-01,0.07,1
Ice Cream Tub,Frozen Foods,53.85,2025-04-10,0.13,12
Carrots,Fresh Produce,125.93,2025-04-30,0.21,10
Bananas,Fresh Produce,128.05,2025-02-09,0.22,3
Orange Juice,Beverages,174.99,2025-05-28,0.38,1
Frozen Pizza,Frozen Foods,68.92,2025-03-02,0.37,11
Frozen Pizza,Frozen Foods,172.4,2025-02-23,0.09,11
Coca-Cola Bottle,Beverages,74.68,2025-02-13,0.16,7
Salmon Fillet,Meat & Seafood,248.92,2025-04-12,0.15,2
White Bread,Bakery,155.75,2025-05-18,0.06,12
Pepsi Can,Beverages,103.87,2025-02-23,0.03,10
Pita Bread,Bakery,115.24,2025-07-19,0.07,6
Chocolate Cake,Bakery,258.87,2025-01-30,0.09,3
Salmon Fillet,Meat & Seafood,86.52,2025-02-05,0.16,15
Pita Bread,Bakery,126.41,2025-03-23,0.26,1
Tissue Box,Home Essentials,256.24,2025-05-06,0.0,3
Cucumbers,Fresh Produce,226.39,2025-05-13,0.34,2
Pepsi Can,Beverages,103.36,2025-03-12,0.03,11
Bananas,Fresh Produce,268.01,2025-06-01,0.08,14
Frozen Pizza,Frozen Foods,184.18,2025-05-06,0.37,13
Frozen Pizza,Frozen Foods,119.1,2025-07-04,0.01,15
Pita Bread,Bakery,207.57,2025-02-24,0.32,9
Tomatoes,Fresh Produce,132.56,2025-06-19,0.34,6
Beef Mince,Meat & Seafood,135.58,2025-06-06,0.05,14
Tissue Box,Home Essentials,180.29,2025-03-06,0.0,5
French Fries,Frozen Foods,287.79,2025-05-01,0.06,14
Pepsi Can,Beverages,169.67,2025-05-18,0.21,6
Aluminium Foil,Home Essentials,100.89,2025-05-04,0.13,11
Ice Cream Tub,Frozen Foods,130.04,2025-05-21,0.21,10
Chicken Nuggets,Frozen Foods,223.04,2025-07-23,0.01,3
Bananas,Fresh Produce,255.01,2025-05-27,0.34,2
Mop,Home Essentials,147.7,2025-01-24,0.03,15
Prawns,Meat & Seafood,25.09,2025-02-06,0.16,7
Donuts,Bakery,279.23,2025-04-30,0.12,3
Tomatoes,Fresh Produce,256.04,2025-02-16,0.39,6
Pepsi Can,Beverages,199.93,2025-07-03,0.14,10
Croissant,Bakery,156.47,2025-06-12,0.04,11
Mop,Home Essentials,47.02,2025-04-23,0.35,11
Mop,Home Essentials,21.81,2025-04-22,0.39,13
Chicken Breast,Meat & Seafood,250.65,2025-04-14,0.07,8
Green Tea,Beverages,187.0,2025-03-17,0.35,4
Coca-Cola Bottle,Beverages,30.23,2025-06-25,0.24,15
Croissant,Bakery,43.29,2025-02-05,0.2,15
Mixed Vegetables,Frozen Foods,221.02,2025-06-27,0.12,12
Red Bull,Beverages,137.68,2025-04-22,0.03,11
Tissue Box,Home Essentials,211.63,2025-04-17,0.19,9
Cucumbers,Fresh Produce,33.53,2025-02-15,0.0,9
Detergent,Home Essentials,115.27,2025-05-01,0.11,12
Tissue Box,Home Essentials,196.33,2025-03-05,0.02,1
Croissant,Bakery,120.4,2025-07-14,0.01,8
Air Freshener,Home Essentials,132.76,2025-04-17,0.33,2
Mixed Vegetables,Frozen Foods,234.94,2025-04-03,0.32,1
Orange Juice,Beverages,130.79,2025-03-31,0.28,2
Coca-Cola Bottle,Beverages,121.87,2025-07-13,0.14,14
French Fries,Frozen Foods,182.82,2025-06-04,0.15,14
Mop,Home Essentials,284.57,2025-03-31,0.13,13
French Fries,Frozen Foods,166.94,2025-02-27,0.27,5
Apples,Fresh Produce,162.48,2025-06-28,0.39,11
Pepsi Can,Beverages,281.37,2025-02-02,0.38,14
Chicken Nuggets,Frozen Foods,273.97,2025-05-20,0.09,2
Bananas,Fresh Produce,216.27,2025-07-23,0.35,14
French Fries,Frozen Foods,248.7,2025-03-10,0.34,10
Bananas,Fresh Produce,251.7,2025-02-19,0.22,3
Frozen Pizza,Frozen Foods,194.14,2025-06-23,0.32,1
Ice Cream Tub,Frozen Foods,109.38,2025-06-24,0.1,4
Mop,Home Essentials,279.87,2025-05-11,0.28,5
Red Bull,Beverages,189.11,2025-07-04,0.03,13
Ice Cream Tub,Frozen Foods,159.22,2025-06-11,0.3,8
Air Freshener,Home Essentials,237.16,2025-05-08,0.02,1
Carrots,Fresh Produce,195.06,2025-02-03,0.29,3
Apples,Fresh Produce,257.51,2025-04-20,0.23,8
Mop,Home Essentials,183.36,2025-06-29,0.28,7
Beef Mince,Meat & Seafood,227.74,2025-05-14,0.27,2
Donuts,Bakery,289.91,2025-04-27,0.36,7
Aluminium Foil,Home Essentials,69.01,2025-04-12,0.2,11
Cucumbers,Fresh Produce,215.09,2025-05-13,0.22,15
Prawns,Meat & Seafood,254.46,2025-02-08,0.4,4
Tomatoes,Fresh Produce,267.2,2025-02-13,0.07,7
Coca-Cola Bottle,Beverages,295.88,2025-04-01,0.19,4
Air Freshener,Home Essentials,61.12,2025-07-11,0.25,8
Detergent,Home Essentials,19.18,2025-02-04,0.22,9
Carrots,Fresh Produce,167.82,2025-05-14,0.01,9
Chicken Nuggets,Frozen Foods,114.72,2025-05-18,0.19,14
Orange Juice,Beverages,68.6,2025-02-08,0.3,7
Detergent,Home Essentials,20.38,2025-07-05,0.28,12
Green Tea,Beverages,47.87,2025-05-28,0.37,7
Beef Mince,Meat & Seafood,202.69,2025-04-25,0.07,6
Chocolate Cake,Bakery,28.62,2025-06-05,0.01,11
Red Bull,Beverages,147.52,2025-02-26,0.35,6
Aluminium Foil,Home Essentials,261.5,2025-07-20,0.02,7
White Bread,Bakery,94.92,2025-02-01,0.28,9
Carrots,Fresh Produce,182.11,2025-04-05,0.06,9
Apples,Fresh Produce,188.87,2025-05-25,0.37,2
Apples,Fresh Produce,227.1,2025-05-24,0.16,3
Carrots,Fresh Produce,107.97,2025-02-13,0.19,14
Pepsi Can,Beverages,125.51,2025-05-24,0.29,5
Salmon Fillet,Meat & Seafood,259.73,2025-01-28,0.36,6
French Fries,Frozen Foods,228.47,2025-07-08,0.29,12
Cucumbers,Fresh Produce,69.92,2025-02-20,0.12,10
Lamb Chops,Meat & Seafood,18.27,2025-03-31,0.12,7
Chicken Nuggets,Frozen Foods,42.4,2025-03-31,0.11,8
White Bread,Bakery,283.23,2025-04-29,0.23,4
Chicken Breast,Meat & Seafood,125.09,2025-01-28,0.28,2
Prawns,Meat & Seafood,241.49,2025-02-24,0.01,2
Coca-Cola Bottle,Beverages,216.09,2025-07-21,0.33,4
Chicken Breast,Meat & Seafood,246.02,2025-05-14,0.33,4
Red Bull,Beverages,166.6,2025-06-21,0.2,3
Mixed Vegetables,Frozen Foods,29.14,2025-03-27,0.4,1
Carrots,Fresh Produce,28.92,2025-02-25,0.12,2
Pepsi Can,Beverages,5.56,2025-06-12,0.24,15
Cucumbers,Fresh Produce,260.54,2025-05-08,0.04,15
Mop,Home Essentials,276.06,2025-06-26,0.18,9
Green Tea,Beverages,29.62,2025-05-26,0.39,2
Cucumbers,Fresh Produce,170.47,2025-07-01,0.04,4
Ice Cream Tub,Frozen Foods,284.48,2025-06-19,0.34,7
Ice Cream Tub,Frozen Foods,76.42,2025-02-27,0.23,4
Lamb Chops,Meat & Seafood,46.39,2025-05-09,0.24,4
Detergent,Home Essentials,13.7,2025-04-14,0.35,3
Frozen Pizza,Frozen Foods,23.99,2025-06-27,0.15,12
Mop,Home Essentials,132.81,2025-03-29,0.13,6
Detergent,Home Essentials,44.91,2025-01-26,0.4,6
Aluminium Foil,Home Essentials,263.34,2025-03-06,0.19,3
Beef Mince,Meat & Seafood,118.54,2025-02-18,0.34,3
Aluminium Foil,Home Essentials,20.57,2025-01-27,0.26,3
Aluminium Foil,Home Essentials,202.02,2025-05-29,0.29,3
Tomatoes,Fresh Produce,86.35,2025-06-21,0.15,2
Detergent,Home Essentials,273.82,2025-06-02,0.28,15
Mop,Home Essentials,88.87,2025-02-12,0.2,8
French Fries,Frozen Foods,153.19,2025-05-05,0.21,6
Donuts,Bakery,268.0,2025-06-18,0.18,3
Air Freshener,Home Essentials,22.89,2025-03-04,0.32,4
Croissant,Bakery,284.76,2025-06-17,0.1,5
Mixed Vegetables,Frozen Foods,77.99,2025-03-26,0.04,2
Detergent,Home Essentials,282.66,2025-05-06,0.14,8
Carrots,Fresh Produce,174.09,2025-07-10,0.29,12
Pepsi Can,Beverages,112.53,2025-07-10,0.35,2
Mop,Home Essentials,218.2,2025-06-26,0.02,1
Mixed Vegetables,Frozen Foods,232.47,2025-01-25,0.14,15
Pepsi Can,Beverages,76.92,2025-06-04,0.17,13
Tomatoes,Fresh Produce,209.36,2025-07-20,0.33,7
Carrots,Fresh Produce,27.6,2025-04-22,0.39,2
Mixed Vegetables,Frozen Foods,253.76,2025-02-23,0.17,1
Red Bull,Beverages,27.5,2025-03-15,0.26,13
Chicken Breast,Meat & Seafood,121.44,2025-02-10,0.11,9
Cucumbers,Fresh Produce,51.76,2025-05-19,0.33,6
Frozen Pizza,Frozen Foods,85.4,2025-04-12,0.09,12
Tomatoes,Fresh Produce,141.14,2025-04-27,0.07,11
Bananas,Fresh Produce,122.96,2025-01-31,0.37,1
Red Bull,Beverages,33.29,2025-02-04,0.36,15
Chicken Nuggets,Frozen Foods,297.94,2025-05-19,0.06,6
Detergent,Home Essentials,277.13,2025-07-23,0.35,6
Apples,Fresh Produce,91.48,2025-02-04,0.3,15
Green Tea,Beverages,298.21,2025-07-17,0.33,10
Mixed Vegetables,Frozen Foods,260.01,2025-04-07,0.15,4
Aluminium Foil,Home Essentials,136.01,2025-06-23,0.11,10
Chicken Nuggets,Frozen Foods,108.09,2025-03-24,0.38,1
Croissant,Bakery,223.66,2025-02-18,0.0,1
Donuts,Bakery,37.19,2025-06-08,0.3,11
Cucumbers,Fresh Produce,20.77,2025-06-19,0.23,14
Salmon Fillet,Meat & Seafood,206.81,2025-05-01,0.21,1
White Bread,Bakery,287.61,2025-06-10,0.02,7
Mop,Home Essentials,216.31,2025-05-31,0.39,7
Tomatoes,Fresh Produce,69.92,2025-03-03,0.29,14
Frozen Pizza,Frozen Foods,64.02,2025-07-22,0.33,11
Carrots,Fresh Produce,232.25,2025-05-03,0.26,9
Beef Mince,Meat & Seafood,203.02,2025-05-02,0.31,6
Pepsi Can,Beverages,42.92,2025-01-31,0.03,4
Prawns,Meat & Seafood,95.7,2025-02-17,0.17,1
French Fries,Frozen Foods,131.61,2025-05-13,0.17,2
Cucumbers,Fresh Produce,186.26,2025-02-13,0.29,15
Green Tea,Beverages,90.49,2025-03-31,0.13,2
Croissant,Bakery,298.81,2025-05-09,0.23,9
Pita Bread,Bakery,21.93,2025-04-03,0.01,7
Bananas,Fresh Produce,292.61,2025-02-08,0.1,13
Tissue Box,Home Essentials,68.38,2025-06-16,0.28,13
French Fries,Frozen Foods,223.12,2025-07-04,0.08,11
Air Freshener,Home Essentials,273.45,2025-06-10,0.15,10
Tissue Box,Home Essentials,268.85,2025-05-02,0.06,8
Beef Mince,Meat & Seafood,116.66,2025-04-20,0.26,14
Frozen Pizza,Frozen Foods,70.06,2025-03-04,0.04,1
Croissant,Bakery,109.77,2025-07-07,0.32,9
Prawns,Meat & Seafood,173.1,2025-03-04,0.35,10
Pepsi Can,Beverages,186.61,2025-02-04,0.31,11
Orange Juice,Beverages,71.27,2025-04-10,0.17,1
Ice Cream Tub,Frozen Foods,131.58,2025-03-09,0.1,5
Chicken Breast,Meat & Seafood,44.2,2025-03-27,0.12,9
Cucumbers,Fresh Produce,136.72,2025-06-14,0.14,11
Chicken Breast,Meat & Seafood,45.18,2025-05-19,0.14,11
Chocolate Cake,Bakery,185.26,2025-06-30,0.13,4
Cucumbers,Fresh Produce,173.16,2025-06-03,0.31,11
Apples,Fresh Produce,93.82,2025-01-23,0.26,3
Prawns,Meat & Seafood,200.39,2025-05-06,0.08,4
Red Bull,Beverages,160.69,2025-06-06,0.34,7
White Bread,Bakery,9.09,2025-05-14,0.27,14
White Bread,Bakery,186.55,2025-04-17,0.11,12
Mixed Vegetables,Frozen Foods,226.57,2025-07-05,0.0,14
Mop,Home Essentials,185.16,2025-05-01,0.17,12
Orange Juice,Beverages,28.91,2025-02-07,0.38,11
Mop,Home Essentials,12.22,2025-07-15,0.09,13
Green Tea,Beverages,30.22,2025-01-28,0.04,4
Orange Juice,Beverages,186.15,2025-01-27,0.39,11
French Fries,Frozen Foods,19.37,2025-03-18,0.39,7
Lamb Chops,Meat & Seafood,277.83,2025-04-10,0.06,11
Detergent,Home Essentials,36.49,2025-02-21,0.32,13
Apples,Fresh Produce,290.82,2025-07-06,0.21,14
Aluminium Foil,Home Essentials,164.43,2025-06-10,0.11,7
Croissant,Bakery,289.0,2025-04-08,0.13,7
Lamb Chops,Meat & Seafood,167.95,2025-06-26,0.14,11
Chicken Nuggets,Frozen Foods,25.24,2025-05-10,0.01,1
Croissant,Bakery,177.15,2025-07-07,0.31,6
Bananas,Fresh Produce,47.11,2025-03-08,0.13,4
Mop,Home Essentials,222.96,2025-06-20,0.33,5
Mop,Home Essentials,20.08,2025-06-27,0.19,10
Mop,Home Essentials,281.56,2025-04-30,0.16,13
Apples,Fresh Produce,8.76,2025-05-15,0.22,5
Aluminium Foil,Home Essentials,136.03,2025-04-08,0.06,3
Air Freshener,Home Essentials,263.74,2025-06-07,0.1,5
Tomatoes,Fresh Produce,174.14,2025-04-04,0.09,3
Bananas,Fresh Produce,245.97,2025-03-09,0.12,10
White Bread,Bakery,186.74,2025-03-05,0.18,6
Chicken Nuggets,Frozen Foods,106.61,2025-01-29,0.26,12
Aluminium Foil,Home Essentials,297.21,2025-02-21,0.06,14
Chocolate Cake,Bakery,272.11,2025-04-11,0.36,12
French Fries,Frozen Foods,57.97,2025-04-10,0.3,12
Air Freshener,Home Essentials,294.58,2025-06-01,0.01,13
Carrots,Fresh Produce,8.84,2025-05-31,0.38,9
Apples,Fresh Produce,14.94,2025-02-18,0.32,6
Salmon Fillet,Meat & Seafood,58.83,2025-07-14,0.38,6
Chocolate Cake,Bakery,40.23,2025-07-19,0.21,12
Donuts,Bakery,47.04,2025-02-09,0.11,13
Chicken Nuggets,Frozen Foods,56.28,2025-03-18,0.31,15
Coca-Cola Bottle,Beverages,18.83,2025-05-09,0.25,6
Aluminium Foil,Home Essentials,60.56,2025-05-30,0.04,15
Orange Juice,Beverages,104.26,2025-06-26,0.11,6
Pita Bread,Bakery,99.78,2025-01-24,0.07,9
Mixed Vegetables,Frozen Foods,96.3,2025-07-08,0.05,8
Prawns,Meat & Seafood,78.13,2025-05-27,0.02,6
Air Freshener,Home Essentials,44.45,2025-06-02,0.26,8
Carrots,Fresh Produce,32.34,2025-04-19,0.04,1
Mixed Vegetables,Frozen Foods,67.47,2025-05-16,0.09,2
Orange Juice,Beverages,210.26,2025-04-26,0.16,8
French Fries,Frozen Foods,9.59,2025-06-16,0.25,4
Pepsi Can,Beverages,266.27,2025-03-08,0.4,15
Lamb Chops,Meat & Seafood,162.02,2025-05-06,0.39,4
Apples,Fresh Produce,138.86,2025-02-16,0.14,8
Apples,Fresh Produce,92.81,2025-03-05,0.39,3
Cucumbers,Fresh Produce,251.31,2025-05-12,0.34,9
Lamb Chops,Meat & Seafood,209.67,2025-03-22,0.33,10
Chocolate Cake,Bakery,229.13,2025-04-18,0.27,3
Beef Mince,Meat & Seafood,124.33,2025-03-18,0.07,13
Bananas,Fresh Produce,74.53,2025-01-24,0.4,15
Pita Bread,Bakery,194.58,2025-04-13,0.35,2
Cucumbers,Fresh Produce,75.99,2025-05-15,0.11,10
Chocolate Cake,Bakery,203.74,2025-02-16,0.02,15
Coca-Cola Bottle,Beverages,5.49,2025-06-13,0.3,9
Lamb Chops,Meat & Seafood,296.84,2025-04-06,0.35,5
Chicken Nuggets,Frozen Foods,293.42,2025-01-25,0.19,8
White Bread,Bakery,158.12,2025-04-05,0.14,11
Aluminium Foil,Home Essentials,140.88,2025-05-14,0.29,7
Orange Juice,Beverages,43.61,2025-07-13,0.13,6
Lamb Chops,Meat & Seafood,165.02,2025-03-16,0.03,11
Aluminium Foil,Home Essentials,76.94,2025-05-27,0.09,12
Tissue Box,Home Essentials,57.38,2025-04-18,0.14,7
Carrots,Fresh Produce,40.01,2025-03-26,0.02,11
Beef Mince,Meat & Seafood,42.53,2025-03-14,0.09,4
Detergent,Home Essentials,88.47,2025-03-05,0.11,2
French Fries,Frozen Foods,36.78,2025-03-20,0.2,10
Carrots,Fresh Produce,25.03,2025-06-12,0.1,15
White Bread,Bakery,6.77,2025-02-02,0.14,6
Coca-Cola Bottle,Beverages,250.96,2025-04-09,0.11,9
Ice Cream Tub,Frozen Foods,176.6,2025-04-14,0.01,5
Mop,Home Essentials,229.43,2025-06-18,0.23,3
Mop,Home Essentials,213.27,2025-04-30,0.11,5
Chocolate Cake,Bakery,172.29,2025-04-21,0.35,3
Air Freshener,Home Essentials,175.28,2025-06-22,0.29,11
Chicken Breast,Meat & Seafood,253.42,2025-06-09,0.14,14
Red Bull,Beverages,216.2,2025-04-24,0.11,15
Red Bull,Beverages,51.39,2025-02-24,0.23,12
White Bread,Bakery,110.34,2025-07-18,0.19,5
Pepsi Can,Beverages,222.48,2025-04-09,0.3,10
Chicken Breast,Meat & Seafood,225.71,2025-02-18,0.04,2
Frozen Pizza,Frozen Foods,263.76,2025-02-23,0.36,7
Red Bull,Beverages,85.58,2025-06-16,0.08,13
