sales_id,product_id,store_id,date_id,price,discount,quantity,product_name,category,store_name,city,date_sold,day,month,year,quarter,weekday,net_price,revenue
5759606,6,1,2025-02-07,27.76,0.19,16,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-07,7,2,2025,1,Friday,22.4856,359.7696
5759607,98,1,2025-04-15,65.27,0.11,7,Cheddar Cheese,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-15,15,4,2025,2,Tuesday,58.0903,406.6321
5759608,91,1,2025-03-27,194.68,0.13,10,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-27,27,3,2025,1,Thursday,169.3716,1693.716
5759609,542,1,2025-02-06,3.55,0.17,13,Baby Wipes,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-06,6,2,2025,1,Thursday,2.9465,38.3045
5759610,6,1,2025-06-03,50.87,0.04,7,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-03,3,6,2025,2,Tuesday,48.83519999999999,341.84639999999996
5759611,202,1,2025-03-02,103.33,0.01,20,Organic Eggs,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-02,2,3,2025,1,Sunday,102.2967,2045.934
5759612,377,1,2025-04-20,88.2,0.02,14,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-20,20,4,2025,2,Sunday,86.436,1210.104
5759613,291,1,2025-05-25,146.87,0.11,16,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-25,25,5,2025,2,Sunday,130.7143,2091.4288
5759614,98,1,2025-01-24,153.4,0.04,7,Cheddar Cheese,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-24,24,1,2025,1,Friday,147.264,1030.848
5759615,371,1,2025-02-16,165.95,0.34,7,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-16,16,2,2025,1,Sunday,109.52699999999997,766.6889999999999
5759616,363,1,2025-05-28,178.36,0.12,5,Trail Mix,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-28,28,5,2025,2,Wednesday,156.95680000000002,784.7840000000001
5759617,296,1,2025-04-04,62.1,0.21,4,Canned Beans,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-04,4,4,2025,2,Friday,49.059000000000005,196.23600000000002
5759618,6,1,2025-05-14,49.41,0.13,13,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-14,14,5,2025,2,Wednesday,42.9867,558.8271
5759619,549,1,2025-04-14,120.0,0.02,3,Chocolate Bar,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-14,14,4,2025,2,Monday,117.6,352.79999999999995
5759620,192,1,2025-06-03,120.68,0.34,12,Glass Cleaner,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-03,3,6,2025,2,Tuesday,79.6488,955.7855999999999
5759621,91,1,2025-05-27,61.71,0.15,5,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-27,27,5,2025,2,Tuesday,52.4535,262.2675
5759622,555,1,2025-05-06,155.49,0.26,8,Infant Formula,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-06,6,5,2025,2,Tuesday,115.0626,920.5008
5759623,113,1,2025-05-19,173.5,0.24,4,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-19,19,5,2025,2,Monday,131.86,527.44
5759624,210,1,2025-04-21,189.43,0.11,20,Face Wash,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-21,21,4,2025,2,Monday,168.5927,3371.8540000000003
5759625,113,1,2025-05-08,61.44,0.32,8,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-08,8,5,2025,2,Thursday,41.779199999999996,334.23359999999997
5759626,296,1,2025-05-09,78.83,0.3,17,Canned Beans,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-09,9,5,2025,2,Friday,55.181,938.077
5759627,291,1,2025-07-03,68.06,0.23,1,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-03,3,7,2025,3,Thursday,52.406200000000005,52.406200000000005
5759628,184,1,2025-01-27,105.61,0.33,20,Disinfectant Spray,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-27,27,1,2025,1,Monday,70.75869999999999,1415.1739999999998
5759629,370,1,2025-06-14,71.71,0.16,11,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-14,14,6,2025,2,Saturday,60.23639999999999,662.6003999999999
5759630,204,1,2025-06-15,46.48,0.08,2,Greek Yogurt,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-15,15,6,2025,2,Sunday,42.7616,85.5232
5759631,565,1,2025-02-10,119.56,0.04,20,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-10,10,2,2025,1,Monday,114.77759999999999,2295.5519999999997
5759632,210,1,2025-03-13,104.93,0.16,3,Face Wash,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-13,13,3,2025,1,Thursday,88.1412,264.42359999999996
5759633,108,1,2025-01-24,36.12,0.23,8,Deodorant,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-24,24,1,2025,1,Friday,27.8124,222.4992
5759634,204,1,2025-06-29,66.01,0.13,5,Greek Yogurt,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-29,29,6,2025,2,Sunday,57.428700000000006,287.1435
5759635,113,1,2025-02-05,15.29,0.15,1,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-05,5,2,2025,1,Wednesday,12.9965,12.9965
5759636,192,1,2025-02-02,18.06,0.34,5,Glass Cleaner,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-02,2,2,2025,1,Sunday,11.919599999999997,59.597999999999985
5759637,370,1,2025-07-13,170.77,0.07,20,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-13,13,7,2025,3,Sunday,158.8161,3176.322
5759638,370,1,2025-05-24,171.67,0.22,15,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-24,24,5,2025,2,Saturday,133.9026,2008.5390000000002
5759639,210,1,2025-07-21,94.28,0.13,2,Face Wash,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-21,21,7,2025,3,Monday,82.0236,164.0472
5759640,291,1,2025-04-26,35.91,0.27,9,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-26,26,4,2025,2,Saturday,26.214299999999998,235.9287
5759641,377,1,2025-05-16,147.42,0.31,7,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-16,16,5,2025,2,Friday,101.71979999999998,712.0385999999999
5759642,463,1,2025-06-27,137.44,0.08,8,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-27,27,6,2025,2,Friday,126.4448,1011.5584
5759643,184,1,2025-06-07,80.61,0.24,19,Disinfectant Spray,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-07,7,6,2025,2,Saturday,61.263600000000004,1164.0084000000002
5759644,291,1,2025-02-08,152.01,0.08,17,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-08,8,2,2025,1,Saturday,139.8492,2377.4364
5759645,542,1,2025-04-30,132.22,0.3,13,Baby Wipes,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-30,30,4,2025,2,Wednesday,92.55399999999999,1203.2019999999998
5759646,470,1,2025-02-28,99.84,0.27,14,Salted Butter,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-28,28,2,2025,1,Friday,72.8832,1020.3648000000001
5759647,204,1,2025-05-18,143.69,0.03,18,Greek Yogurt,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-18,18,5,2025,2,Sunday,139.3793,2508.8274
5759648,463,1,2025-06-21,9.43,0.24,18,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-21,21,6,2025,2,Saturday,7.1668,129.0024
5759649,113,1,2025-04-06,141.52,0.13,20,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-06,6,4,2025,2,Sunday,123.12240000000001,2462.4480000000003
5759650,194,1,2025-03-29,99.28,0.34,4,Fresh Milk,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-29,29,3,2025,1,Saturday,65.5248,262.0992
5759651,377,1,2025-04-29,115.99,0.01,5,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-29,29,4,2025,2,Tuesday,114.83009999999999,574.1505
5759652,194,1,2025-05-21,171.13,0.25,17,Fresh Milk,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-21,21,5,2025,2,Wednesday,128.3475,2181.9075
5759653,568,1,2025-05-19,151.02,0.0,17,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-19,19,5,2025,2,Monday,151.02,2567.34
5759654,113,1,2025-02-13,6.2,0.29,17,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-13,13,2,2025,1,Thursday,4.402,74.834
5759655,296,1,2025-06-15,114.09,0.31,4,Canned Beans,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-15,15,6,2025,2,Sunday,78.7221,314.8884
5759656,371,1,2025-05-20,166.01,0.25,11,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-20,20,5,2025,2,Tuesday,124.5075,1369.5825
5759657,363,1,2025-06-22,61.0,0.22,8,Trail Mix,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-22,22,6,2025,2,Sunday,47.58,380.64
5759658,97,1,2025-07-07,145.07,0.34,19,Sunflower Oil,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-07,7,7,2025,3,Monday,95.74619999999999,1819.1777999999997
5759659,470,1,2025-07-06,132.46,0.27,17,Salted Butter,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-06,6,7,2025,3,Sunday,96.6958,1643.8286
5759660,568,1,2025-06-11,146.27,0.24,10,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-11,11,6,2025,2,Wednesday,111.16520000000001,1111.652
5759661,371,1,2025-04-15,165.83,0.12,1,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-15,15,4,2025,2,Tuesday,145.93040000000002,145.93040000000002
5759662,29,1,2025-07-10,194.45,0.08,6,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-10,10,7,2025,3,Thursday,178.894,1073.364
5759663,549,1,2025-03-15,195.02,0.31,1,Chocolate Bar,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-15,15,3,2025,1,Saturday,134.5638,134.5638
5759664,5,1,2025-01-25,11.38,0.05,20,Potato Chips,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-25,25,1,2025,1,Saturday,10.811,216.22
5759665,371,1,2025-01-31,81.49,0.34,17,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-31,31,1,2025,1,Friday,53.78339999999999,914.3177999999999
5759666,568,1,2025-04-05,63.88,0.11,1,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-05,5,4,2025,2,Saturday,56.8532,56.8532
5759667,91,1,2025-02-01,17.95,0.16,14,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-01,1,2,2025,1,Saturday,15.078,211.09199999999998
5759668,549,1,2025-03-25,89.88,0.14,11,Chocolate Bar,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-25,25,3,2025,1,Tuesday,77.29679999999999,850.2647999999999
5759669,371,1,2025-03-01,107.41,0.04,5,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-01,1,3,2025,1,Saturday,103.11359999999999,515.568
5759670,463,1,2025-05-05,199.2,0.18,9,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-05,5,5,2025,2,Monday,163.344,1470.096
5759671,6,1,2025-07-07,61.44,0.28,7,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-07,7,7,2025,3,Monday,44.236799999999995,309.65759999999995
5759672,6,1,2025-05-25,80.86,0.06,12,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-25,25,5,2025,2,Sunday,76.0084,912.1007999999999
5759673,194,1,2025-02-24,110.83,0.21,20,Fresh Milk,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-24,24,2,2025,1,Monday,87.5557,1751.114
5759674,377,1,2025-07-19,119.71,0.22,15,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-19,19,7,2025,3,Saturday,93.3738,1400.607
5759675,363,1,2025-06-05,175.71,0.11,5,Trail Mix,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-05,5,6,2025,2,Thursday,156.3819,781.9095
5759676,555,1,2025-05-05,141.94,0.06,2,Infant Formula,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-05,5,5,2025,2,Monday,133.4236,266.8472
5759677,568,1,2025-06-26,104.23,0.02,20,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-26,26,6,2025,2,Thursday,102.1454,2042.908
5759678,565,1,2025-05-29,159.71,0.18,14,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-29,29,5,2025,2,Thursday,130.96220000000002,1833.4708000000003
5759679,555,1,2025-04-24,45.39,0.27,16,Infant Formula,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-24,24,4,2025,2,Thursday,33.1347,530.1552
5759680,202,1,2025-04-05,85.61,0.01,1,Organic Eggs,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-05,5,4,2025,2,Saturday,84.7539,84.7539
5759681,565,1,2025-03-11,181.95,0.1,14,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-11,11,3,2025,1,Tuesday,163.755,2292.5699999999997
5759682,568,1,2025-02-16,190.17,0.35,18,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-16,16,2,2025,1,Sunday,123.6105,2224.989
5759683,291,1,2025-03-03,80.36,0.25,3,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-03,3,3,2025,1,Monday,60.269999999999996,180.81
5759684,6,1,2025-06-15,63.42,0.27,7,Pasta,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-15,15,6,2025,2,Sunday,46.2966,324.0762
5759685,377,1,2025-06-19,185.99,0.07,16,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-19,19,6,2025,2,Thursday,172.9707,2767.5312
5759686,97,1,2025-04-28,151.17,0.08,17,Sunflower Oil,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-28,28,4,2025,2,Monday,139.0764,2364.2988
5759687,296,1,2025-06-07,38.99,0.17,18,Canned Beans,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-07,7,6,2025,2,Saturday,32.3617,582.5106
5759688,97,1,2025-05-18,198.21,0.2,13,Sunflower Oil,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-18,18,5,2025,2,Sunday,158.568,2061.384
5759689,549,1,2025-05-15,102.8,0.15,11,Chocolate Bar,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-15,15,5,2025,2,Thursday,87.38,961.18
5759690,204,1,2025-05-20,86.82,0.16,10,Greek Yogurt,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-20,20,5,2025,2,Tuesday,72.9288,729.288
5759691,98,1,2025-02-22,133.63,0.05,7,Cheddar Cheese,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-22,22,2,2025,1,Saturday,126.9485,888.6395
5759692,117,1,2025-06-18,161.42,0.21,4,Diapers,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-18,18,6,2025,2,Wednesday,127.5218,510.0872
5759693,91,1,2025-04-18,42.55,0.29,9,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-18,18,4,2025,2,Friday,30.210499999999996,271.8945
5759694,29,1,2025-03-23,49.51,0.01,20,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-23,23,3,2025,1,Sunday,49.0149,980.298
5759695,289,1,2025-04-06,52.17,0.3,19,White Sugar,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-06,6,4,2025,2,Sunday,36.519,693.861
5759696,184,1,2025-07-15,189.85,0.25,5,Disinfectant Spray,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-15,15,7,2025,3,Tuesday,142.3875,711.9375
5759697,377,1,2025-04-05,74.45,0.3,14,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-05,5,4,2025,2,Saturday,52.115,729.61
5759698,194,1,2025-03-19,117.69,0.2,6,Fresh Milk,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-19,19,3,2025,1,Wednesday,94.152,564.912
5759699,565,1,2025-06-27,28.44,0.19,14,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-27,27,6,2025,2,Friday,23.036400000000004,322.50960000000003
5759700,29,1,2025-06-12,94.54,0.34,17,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-12,12,6,2025,2,Thursday,62.3964,1060.7388
5759701,370,1,2025-01-24,153.71,0.09,14,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-24,24,1,2025,1,Friday,139.8761,1958.2654000000002
5759702,108,1,2025-05-01,65.91,0.34,6,Deodorant,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-01,1,5,2025,2,Thursday,43.50059999999999,261.00359999999995
5759703,549,1,2025-06-21,52.98,0.12,16,Chocolate Bar,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-21,21,6,2025,2,Saturday,46.6224,745.9584
5759704,371,1,2025-05-22,47.76,0.15,12,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-22,22,5,2025,2,Thursday,40.596,487.15199999999993
5759705,371,1,2025-05-03,129.21,0.22,11,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-03,3,5,2025,2,Saturday,100.78380000000001,1108.6218000000001
5759706,370,1,2025-05-12,47.34,0.14,16,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-12,12,5,2025,2,Monday,40.7124,651.3984
5759707,555,1,2025-03-31,32.81,0.01,11,Infant Formula,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-31,31,3,2025,1,Monday,32.4819,357.3009
5759708,542,1,2025-06-23,8.77,0.0,11,Baby Wipes,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-23,23,6,2025,2,Monday,8.77,96.47
5759709,113,1,2025-06-19,167.44,0.2,14,Body Lotion,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-19,19,6,2025,2,Thursday,133.952,1875.328
5759710,98,1,2025-05-21,4.56,0.31,1,Cheddar Cheese,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-21,21,5,2025,2,Wednesday,3.1463999999999994,3.1463999999999994
5759711,210,1,2025-06-18,23.91,0.03,12,Face Wash,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-18,18,6,2025,2,Wednesday,23.1927,278.31239999999997
5759712,542,1,2025-03-30,123.64,0.24,19,Baby Wipes,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-30,30,3,2025,1,Sunday,93.96640000000001,1785.3616000000002
5759713,202,1,2025-07-21,7.68,0.01,6,Organic Eggs,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-21,21,7,2025,3,Monday,7.603199999999999,45.61919999999999
5759714,291,1,2025-04-20,118.96,0.1,18,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-20,20,4,2025,2,Sunday,107.064,1927.1519999999998
5759715,463,1,2025-02-21,160.04,0.22,4,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-21,21,2,2025,1,Friday,124.8312,499.3248
5759716,463,1,2025-03-13,15.98,0.06,10,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-13,13,3,2025,1,Thursday,15.0212,150.212
5759717,565,1,2025-05-03,68.94,0.24,16,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-03,3,5,2025,2,Saturday,52.3944,838.3104
5759718,184,1,2025-05-09,175.14,0.15,3,Disinfectant Spray,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-09,9,5,2025,2,Friday,148.86899999999997,446.6069999999999
5759719,291,1,2025-07-18,164.31,0.33,19,Teething Gel,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-18,18,7,2025,3,Friday,110.08769999999998,2091.6663
5759720,194,1,2025-02-10,52.93,0.01,17,Fresh Milk,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-10,10,2,2025,1,Monday,52.4007,890.8119
5759721,184,1,2025-01-26,26.28,0.03,6,Disinfectant Spray,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-26,26,1,2025,1,Sunday,25.491600000000002,152.9496
5759722,91,1,2025-06-11,126.93,0.03,16,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-11,11,6,2025,2,Wednesday,123.1221,1969.9536
5759723,370,1,2025-07-08,118.2,0.31,2,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-08,8,7,2025,3,Tuesday,81.55799999999999,163.11599999999999
5759724,377,1,2025-04-27,6.73,0.21,1,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-27,27,4,2025,2,Sunday,5.316700000000001,5.316700000000001
5759725,204,1,2025-02-27,7.87,0.22,9,Greek Yogurt,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-27,27,2,2025,1,Thursday,6.1386,55.2474
5759726,568,1,2025-07-14,172.26,0.23,10,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-14,14,7,2025,3,Monday,132.6402,1326.402
5759727,377,1,2025-01-24,160.07,0.33,6,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-24,24,1,2025,1,Friday,107.24689999999998,643.4813999999999
5759728,29,1,2025-03-18,148.02,0.2,6,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-18,18,3,2025,1,Tuesday,118.41600000000001,710.4960000000001
5759729,565,1,2025-04-14,29.46,0.14,2,Shampoo,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-14,14,4,2025,2,Monday,25.3356,50.6712
5759730,377,1,2025-06-24,142.09,0.04,10,Biscuits,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-24,24,6,2025,2,Tuesday,136.4064,1364.0639999999999
5759731,370,1,2025-07-02,169.34,0.34,13,Liquid Detergent,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-02,2,7,2025,3,Wednesday,111.7644,1452.9371999999998
5759732,5,1,2025-03-16,156.24,0.24,20,Potato Chips,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-16,16,3,2025,1,Sunday,118.7424,2374.848
5759733,363,1,2025-04-13,173.55,0.3,9,Trail Mix,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-04-13,13,4,2025,2,Sunday,121.485,1093.365
5759734,542,1,2025-02-18,75.95,0.16,14,Baby Wipes,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-18,18,2,2025,1,Tuesday,63.798,893.172
5759735,91,1,2025-05-14,149.27,0.27,13,Bleach,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-14,14,5,2025,2,Wednesday,108.9671,1416.5723
5759736,568,1,2025-07-20,79.73,0.26,16,All-Purpose Flour,Pantry Staples,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-20,20,7,2025,3,Sunday,59.0002,944.0032
5759737,463,1,2025-02-17,157.67,0.08,13,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-17,17,2,2025,1,Monday,145.0564,1885.7332
5759738,286,1,2025-02-23,57.2,0.32,5,Scrub Sponge,Cleaning Supplies,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-23,23,2,2025,1,Sunday,38.896,194.48000000000002
5759739,371,1,2025-05-03,173.12,0.25,15,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-05-03,3,5,2025,2,Saturday,129.84,1947.6000000000001
5759740,463,1,2025-03-18,39.01,0.11,19,Gummy Bears,Snacks & Sweets,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-18,18,3,2025,1,Tuesday,34.7189,659.6591
5759741,29,1,2025-02-02,142.56,0.13,3,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-02,2,2,2025,1,Sunday,124.02720000000001,372.08160000000004
5759742,117,1,2025-02-08,93.72,0.24,17,Diapers,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-02-08,8,2,2025,1,Saturday,71.2272,1210.8624
5759743,29,1,2025-03-27,113.26,0.18,20,Baby Shampoo,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-27,27,3,2025,1,Thursday,92.87320000000001,1857.4640000000002
5759744,555,1,2025-01-25,137.64,0.03,8,Infant Formula,Baby Products,Lulu Hypermarket Al Gharrafa,Qatar,2025-01-25,25,1,2025,1,Saturday,133.5108,1068.0864
5759745,470,1,2025-06-09,28.26,0.34,6,Salted Butter,Dairy & Eggs,Lulu Hypermarket Al Gharrafa,Qatar,2025-06-09,9,6,2025,2,Monday,18.6516,111.90959999999998
5759746,371,1,2025-07-24,108.71,0.3,17,Toothpaste,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-07-24,24,7,2025,3,Thursday,76.097,1293.649
5759747,210,1,2025-03-05,85.23,0.14,15,Face Wash,Personal Care,Lulu Hypermarket Al Gharrafa,Qatar,2025-03-05,5,3,2025,1,Wednesday,73.29780000000001,1099.467
